Book,Chapter,Verse,Content
Езекиїла,3,26,"бо —"
Езекиїла,3,27,", —"
Езекиїла,4,5,"днїв —"
Езекиїла,4,6,"; —"
Езекиїла,5,1,", —"
Езекиїла,5,5,"Ось —"
Езекиїла,5,7,", —"
Езекиїла,5,9,", —"
Езекиїла,5,15,", —"
Езекиїла,5,15,", —"
Езекиїла,6,7,"я —"
Езекиїла,6,12,", —"
Езекиїла,6,14,"я —"
Езекиїла,7,2,", —"
Езекиїла,7,3,"Оце —"
Езекиїла,7,4,"я —"
Езекиїла,7,9,"я —"
Езекиїла,7,18,"голови —"
Езекиїла,7,27,"я —"
Езекиїла,8,2,"низ —"
Езекиїла,8,2,"гору —"
Езекиїла,8,5,"се —"
Езекиїла,9,5,"сказав —"
Езекиїла,10,9,", —"
Езекиїла,10,12,", —"
Езекиїла,10,13,"називано —"
Езекиїла,10,14,"одного —"
Езекиїла,10,14,"другого —"
Езекиїла,10,14,"четвертого —"
Езекиїла,10,21,"кожного —"
Езекиїла,10,22,", —"
Езекиїла,11,3,") —"
Езекиїла,11,5,", —"
Езекиїла,11,7,", —"
Езекиїла,11,7,"місто —"
Езекиїла,11,10,"я —"
Езекиїла,11,12,"я —"
Езекиїла,11,12,", —"
Езекиїла,12,11,"Я —"
Езекиїла,12,11,", —"
Езекиїла,12,15,"я —"
Езекиїла,12,16,", —"
Езекиїла,12,20,"я —"
Езекиїла,13,4,"Ізраїлю —"
Езекиїла,13,8,"я —"
Езекиїла,13,9,"я —"
Езекиїла,13,14,"я —"
Езекиїла,13,15,"її —"
Езекиїла,13,19,", —"
Езекиїла,13,21,"я —"
Езекиїла,13,22,", —"
Езекиїла,13,23,"я —"
Езекиїла,14,8,"я —"
Езекиїла,14,11,", —"
Езекиїла,14,16,", —"
Езекиїла,14,16,", —"
Езекиїла,14,18,", —"
Езекиїла,14,18,", —"
Езекиїла,14,20,", —"
Езекиїла,14,20,", —"
Езекиїла,14,21,", —"
Езекиїла,14,21,": —"
Езекиїла,14,21,"кари —"
Езекиїла,14,21,"заразу —"
Езекиїла,15,2,"виноградньої —"
Езекиїла,15,7,"я —"
Езекиїла,16,3,"твоє —"
Езекиїла,16,3,"твій —"
Езекиїла,16,5,", —"
Езекиїла,16,6,"крові —"
Езекиїла,16,13,"була —"
Езекиїла,16,19,", —"
Езекиїла,16,19,"! —"
Езекиїла,16,20,", —"
Езекиїла,16,23,"твого —"
Езекиїла,16,23,"! —"
Езекиїла,16,23,", —"
Езекиїла,16,31,", —"
Езекиїла,16,31,", —"
Езекиїла,16,36,", —"
Езекиїла,16,37,", —"
Езекиїла,16,37,", —"
Езекиїла,16,43,", —"
Езекиїла,16,45,"Ти —"
Езекиїла,16,45,"ти —"
Езекиїла,16,45,"ваш —"
Езекиїла,16,46,"твоя —"
Езекиїла,16,46,", —"
Езекиїла,16,61,", —"
Езекиїла,16,62,"я —"
Езекиїла,17,12,"? —"
Езекиїла,17,21,", —"
Езекиїла,17,22,", —"
Езекиїла,18,4,"душі —"
Езекиїла,18,4,", —"
Езекиїла,18,9,", —"
Езекиїла,18,13,", —"
Езекиїла,18,17,", —"
Езекиїла,18,18,", —"
Езекиїла,18,19,", —"
Езекиїла,18,23,", —"
Езекиїла,18,24,"то —"
Езекиїла,18,25,", —"
Езекиїла,19,14,", —"
Езекиїла,20,5,"Я —"
Езекиїла,20,6,", —"
Езекиїла,20,7,"Я —"
Езекиїла,20,12,"я —"
Езекиїла,20,15,", —"
Езекиїла,20,15,", —"
Езекиїла,20,19,"бо —"
Езекиїла,20,20,"я —"
Езекиїла,20,26,"я —"
Езекиїла,20,31,", —"
Езекиїла,20,38,"я —"
Езекиїла,20,39,", —"
Езекиїла,20,40,", —"
Езекиїла,20,40,"Ізраїля —"
Езекиїла,20,42,"я —"
Езекиїла,20,44,"я —"
Езекиїла,21,3,"я —"
Езекиїла,21,7,", —"
Езекиїла,21,9,"Бог —"
Езекиїла,21,9,"меч —"
Езекиїла,21,15,", —"
Езекиїла,21,20,", —"
Езекиїла,21,25,", —"
Езекиїла,21,28,", —"
Езекиїла,21,29,", —"
Езекиїла,21,30,", —"
Езекиїла,22,16,"я —"
Езекиїла,22,18,"вони —"
Езекиїла,22,24,"Ти —"
Езекиїла,23,4,"старшій —"
Езекиїла,23,4,"її —"
Езекиїла,23,4,"ж —"
Езекиїла,23,15,", —"
Езекиїла,23,32,"твоєї —"
Езекиїла,23,44,", —"
Езекиїла,23,44,", —"
Езекиїла,23,49,"я —"
Езекиїла,24,1,"місяця —"
Езекиїла,24,4,", —"
Езекиїла,24,4,", —"
Езекиїла,24,5,"овець —"
Езекиїла,24,21,", —"
Езекиїла,24,23,"ваша —"
Езекиїла,24,24,"я —"
Езекиїла,24,25,", —"
Езекиїла,24,25,", —"
Езекиїла,24,27,"я —"
Езекиїла,25,3,", —"
Езекиїла,25,5,"я —"
Езекиїла,25,6,", —"
Езекиїла,25,7,"я —"
Езекиїла,25,8,"Юдин —"
Езекиїла,25,9,"я —"
Езекиїла,25,9,"Киріятаїму —"
Езекиїла,25,11,"я —"
Езекиїла,25,15,"пагубу —"
Езекиїла,25,17,"я —"
Езекиїла,26,2,", —"
Езекиїла,26,6,"я —"
Езекиїла,26,17,", —"
Езекиїла,26,17,", —"
Езекиїла,27,8,", —"
Езекиїла,27,11,") —"
Езекиїла,27,13,", —"
Езекиїла,27,27,"твого —"
Езекиїла,27,36,", —"
Езекиїла,28,2,", —"
Езекиїла,28,5,", —"
Езекиїла,28,13,", —"
Езекиїла,28,22,"я —"
Езекиїла,28,23,"я —"
Езекиїла,28,26,"я —"
Езекиїла,29,6,"я —"
Езекиїла,29,9,"я —"
Езекиїла,29,16,"я —"
Езекиїла,29,21,"я —"
Езекиїла,30,8,"я —"
Езекиїла,30,9,"Египту —"
Езекиїла,30,19,"я —"
Езекиїла,30,25,"я —"
Езекиїла,30,26,"я —"
Езекиїла,31,10,", —"
Езекиїла,32,6,", —"
Езекиїла,32,12,"вони —"
Езекиїла,32,12,". —"
Езекиїла,32,15,"я —"
Езекиїла,32,23,"його —"
Езекиїла,32,23,", —"
Езекиїла,32,24,", —"
Езекиїла,32,29,"Там —"
Езекиїла,32,31,", —"
Езекиїла,33,3,", —"
Езекиїла,33,5,", —"
Езекиїла,33,8,", —"
Езекиїла,33,10,", —"
Езекиїла,33,15,", —"
Езекиїла,33,25,", —"
Езекиїла,33,27,", —"
Езекиїла,33,33,", —"
Езекиїла,33,33,", —"
Езекиїла,34,8,"моїх —"
Езекиїла,34,8,", —"
Езекиїла,34,14,"пасовищі —"
Езекиїла,34,23,", —"
Езекиїла,34,26,", —"
Езекиїла,34,27,"я —"
Езекиїла,34,30,", —"
Езекиїла,34,31,"я —"
Езекиїла,35,3,"я —"
Езекиїла,35,4,"я —"
Езекиїла,35,9,"я —"
Езекиїла,35,15,"я —"
Езекиїла,36,3,", —"
Езекиїла,36,4,"потоків —"
Езекиїла,36,11,"я —"
Езекиїла,36,13,", —"
Езекиїла,36,23,"я —"
Езекиїла,36,32,", —"
Езекиїла,36,34,", —"
Езекиїла,36,35,"міста —"
Езекиїла,36,36,"сказав —"
Езекиїла,36,38,"я —"
Езекиїла,37,6,"я —"
Езекиїла,37,10,"ноги —"
Езекиїла,37,11,"костї —"
Езекиїла,37,13,"я —"
Езекиїла,37,14,"се —"
Езекиїла,37,16,"Йосифові —"
Езекиїла,37,23,"я —"
Езекиїла,37,26,", —"
Езекиїла,37,28,"я —"
Езекиїла,38,4,", —"
Езекиїла,38,5,", —"
Езекиїла,38,7,", —"
Езекиїла,38,11,", —"
Езекиїла,38,11,", —"
Езекиїла,38,13,", —"
Езекиїла,38,15,", —"
Езекиїла,38,16,", —"
Езекиїла,38,23,"я —"
Езекиїла,39,1,"я —"
Езекиїла,39,6,"я —"
Езекиїла,39,7,"я —"
Езекиїла,39,8,", —"
Езекиїла,39,11,", —"
Езекиїла,39,14,", —"
Езекиїла,39,18,", —"
Езекиїла,39,22,"я —"
Езекиїла,39,23,", —"
Езекиїла,39,28,"я —"
Езекиїла,40,5,"храму —"
Езекиїла,40,7,"середини —"
Езекиїла,40,9,"воротях —"
Езекиїла,40,15,"воріт —"
Езекиїла,40,21,"брамі —"
Езекиїла,40,25,"вікна —"
Езекиїла,40,26,"окраси —"
Езекиїла,40,29,"їх —"
Езекиїла,40,45,", —"
Езекиїла,40,46,", —"
Езекиїла,41,1,", —"
Езекиїла,41,2,"дверей —"
Езекиїла,41,8,"тичину —"
Езекиїла,41,14,"сходу —"
Езекиїла,41,19,"пальми —"
Езекиїла,41,23,"сьвятинї —"
Езекиїла,42,4,"сьвітлицями —"
Езекиїла,42,6,"Вони —"
Езекиїла,42,7,", —"
Езекиїла,42,12,"них —"
Езекиїла,43,2,"се —"
Езекиїла,43,5,"се —"
Езекиїла,43,12,", —"
Езекиїла,43,13,", —"
Езекиїла,43,14,"виступу —"
Езекиїла,43,14,"завширшки —"
Езекиїла,43,14,"виступу —"
Езекиїла,43,14,"його —"
Езекиїла,43,17,"майданець —"
Езекиїла,44,4,"се —"
Езекиїла,44,10,", —"
Езекиїла,45,12,"секлі —"
Езекиїла,45,14,"оливи —"
Езекиїла,45,15,": —"
Езекиїла,46,5,"приносу —"
Езекиїла,46,11,"ж —"
Езекиїла,46,14,"ранку —"
Езекиїла,46,19,"се —"
Езекиїла,46,23,"чотирьох —"
Езекиїла,47,1,"се —"
Езекиїла,47,2,"се —"
Езекиїла,47,7,"се —"
Езекиїла,47,12,"листє —"
Езекиїла,47,13,": —"
Езекиїла,47,20,"гряниця —"
Езекиїла,48,1,"моря —"
Езекиїла,48,2,"західнього —"
Езекиїла,48,10,"сьвященникам —"
Езекиїла,48,18,"паю —"
Езекиїла,48,18,", —"
Езекиїла,48,21,"паїв —"
Езекиїла,48,23,": —"
Езекиїла,48,23,"західнього —"
Езекиїла,48,24,"західнього —"
Езекиїла,48,25,"західнього —"
Езекиїла,48,26,"західнього —"
Езекиїла,48,27,"західнього —"
Даниїла,1,7,"імення —"
Даниїла,2,31,", —"
Даниїла,2,31,", —"
Даниїла,2,32,"нього —"
Даниїла,2,32,"його —"
Даниїла,2,37,", —"
Даниїла,2,38,"ти —"
Даниїла,3,12,", —"
Даниїла,3,15,", —"
Даниїла,3,23,"мужі —"
Даниїла,3,23,"Авденаго —"
Даниїла,3,33,"його —"
Даниїла,3,33,"його —"
Даниїла,4,5,"Валтасар —"
Даниїла,4,7,"бачив —"
Даниїла,4,10,"ліжку —"
Даниїла,4,19,"Се —"
Даниїла,4,19,"твоя —"
Даниїла,4,20,", —"
Даниїла,4,30,"його —"
Даниїла,4,31,"власть —"
Даниїла,4,31,"царство —"
Даниїла,5,3,", —"
Даниїла,5,11,"ворожбитами —"
Даниїла,5,26,"Мене —"
Даниїла,5,27,"Текел —"
Даниїла,5,28,"Перес —"
Даниїла,6,2,", —"
Даниїла,6,10,", —"
Даниїла,6,24,", —"
Даниїла,6,26,"бо —"
Даниїла,7,4,"Перший —"
Даниїла,7,7,"ось —"
Даниїла,7,7,"нього —"
Даниїла,7,8,"ось —"
Даниїла,7,9,"нього —"
Даниїла,7,9,"його —"
Даниїла,7,14,"його —"
Даниїла,7,17,", —"
Даниїла,7,20,", —"
Даниїла,7,23,"четвертий —"
Даниїла,7,27,"царство —"
Даниїла,8,2,", —"
Даниїла,8,2,", —"
Даниїла,8,5,"се —"
Даниїла,8,20,", —"
Даниїла,8,21,"кудлатий —"
Даниїла,8,25,"погибне —"
Даниїла,8,26,", —"
Даниїла,9,1,", —"
Даниїла,9,20,", —"
Даниїла,9,21,"мене —"
Даниїла,9,23,"ти —"
Даниїла,9,25,"Владики —"
Даниїла,10,8,", —"
Даниїла,11,6,", —"
Даниїла,11,19,"впаде —"
Даниїла,11,34,", —"
Даниїла,12,3,"праведностї —"
Осії,2,6,", —"
Осії,2,8,", —"
Осії,2,20,"я —"
Осії,2,23,"Ти —"
Осії,2,23,"Ти —"
Осії,3,5,"його —"
Осії,4,4,") —"
Осії,4,9,"то —"
Осії,4,16,"Ізраїль —"
Осії,4,17,"; —"
Осії,5,4,", —"
Осії,5,9,"се —"
Осії,5,13,"Юда —"
Осії,5,14,", —"
Осії,6,2,"дня —"
Осії,6,8,"Галаад —"
Осії,7,3,"своїми —"
Осії,7,11,"Ефраїм —"
Осії,7,16,"поробились —"
Осії,8,2,"ми —"
Осії,8,6,") —"
Осії,8,14,", —"
Осії,9,8,"Ефраїм —"
Осії,9,8,"пророк —"
Осії,9,14,", —"
Осії,9,15,"їх —"
Осії,9,17,", —"
Осії,10,1,"Ізраїль —"
Осії,10,3,"царь —"
Осії,10,6,"Ассирию —"
Осії,10,8,"Авена —"
Осії,10,11,"Яков —"
Осії,10,15,"Бетель —"
Осії,11,1,"! —"
Осії,11,1,"його —"
Осії,11,9,"я —"
Осії,11,10,", —"
Осії,11,12,"Ізраїля —"
Осії,12,4,", —"
Осії,12,5,"його —"
Осії,12,7,"Кананїй —"
Осії,13,1,"Баала —"
Осії,13,2,"розуму —"
Осії,13,2,", —"
Осії,13,4,"я —"
Осії,13,7,"левом —"
Осії,13,8,", —"
Осії,13,9,"менї —"
Осії,13,11,"й —"
Осії,13,13,"він —"
Осії,13,15,", —"
Осії,14,7,"нього —"
Йоіла,1,3,"дїти —"
Йоіла,1,6,"його —"
Йоіла,1,7,", —"
Йоіла,1,11,"ячменї —"
Йоіла,1,12,"яблонь —"
Йоіла,2,1,"близько —"
Йоіла,2,3,"його —"
Йоіла,2,3,"його —"
Йоіла,2,3,"його —"
Йоіла,2,4,"вони —"
Йоіла,2,5,", —"
Йоіла,2,6,", —"
Йоіла,2,11,"його —"
Йоіла,2,11,", —"
Йоіла,2,23,", —"
Йоіла,2,25,"жучки —"
Йоіла,2,27,"я —"
Йоіла,2,27,"я —"
Йоіла,2,31,"місяць —"
Йоіла,2,32,", —"
Йоіла,2,32,", —"
Йоіла,3,1,", —"
Йоіла,3,8,". —"
Йоіла,3,13,", —"
Йоіла,3,16,"; —"
Йоіла,3,16,", —"
Йоіла,3,17,"я —"
Йоіла,3,19,"Едом —"
Йоіла,3,20,"Ерусалим —"
Амоса,1,2,", —"
Амоса,1,5,"скиптро —"
Амоса,2,11,"ваших —"
Амоса,2,11,"; —"
Амоса,3,12,", —"
Амоса,4,1,", —"
Амоса,4,2,"вас —"
Амоса,4,3,"кожне —"
Амоса,4,4,"Галгал —"
Амоса,4,4,"днї —"
Амоса,4,13,"небесних —"
Амоса,5,2,", —"
Амоса,5,8,", —"
Амоса,5,8,"він —"
Амоса,5,12,"ж —"
Амоса,5,16,", —"
Амоса,5,17,", —"
Амоса,5,18,"вам —"
Амоса,5,18,", —"
Амоса,5,20,"він —"
Амоса,5,24,"справедливість —"
Амоса,5,26,", —"
Амоса,5,27,"небесних —"
Амоса,6,3,", —"
Амоса,6,11,"будинок —"
Амоса,6,12,"справедливостї —"
Амоса,6,12,", —"
Амоса,8,4,", —"
Амоса,8,10,"ваші —"
Амоса,8,10,"буде —"
Амоса,8,11,", —"
Амоса,8,14,"! —"
Амоса,9,4,", —"
Амоса,9,6,"Господь —"
Амоса,9,7,"Араміїв —"
Амоса,9,12,", —"
Авдія,1,1,". —"
Авдія,1,6,"ж —"
Авдія,1,18,"Йосифів —"
Авдія,1,18,"Езавів —"
Авдія,1,21,", —"
Йони,2,10,"одного —"
Йони,3,6,", —"
Йони,3,8,"вереттєм —"
Йони,4,2,"ти —"
Йони,4,10,", —"
Михея,1,5,"воно —"
Михея,1,8,", —"
Михея,1,8,", —"
Михея,1,13,"бо —"
Михея,1,15,", —"
Михея,1,16,"ж —"
Михея,2,1,", —"
Михея,2,2,", —"
Михея,2,13,"їх —"
Михея,3,3,"їх —"
Михея,3,5,"зубами —"
Михея,3,6,"видива —"
Михея,3,6,"темрява —"
Михея,3,8,"ж —"
Михея,3,8,"Ізраїлеві —"
Михея,3,10,"Ерусалимі —"
Михея,4,2,", —"
Михея,4,2,"Господнє —"
Михея,4,3,"свої —"
Михея,4,7,"далеко —"
Михея,4,9,"або —"
Михея,4,13,", —"
Михея,4,13,"їх —"
Михея,5,1,"! —"
Михея,5,2,"Бетлеєме —"
Михея,5,2,"народини —"
Михея,6,7,", —"
Михея,6,16,", —"
Михея,7,4,"справедливий —"
Михея,7,6,", —"
Михея,7,9,", —"
Михея,7,9,"ним —"
Михея,7,11,", —"
Михея,7,14,"твоїм —"
Наума,1,3,"хмари —"
Наума,1,7,", —"
Наума,1,10,", —"
Наума,2,5,", —"
Наума,2,12,", —"
Наума,3,4,"Се —"
Наума,3,4,"своїми —"
Наума,3,5,"я —"
Наума,3,13,"нарід —"
Наума,3,13,". —"
Наума,3,17,"гетьмани —"
Наума,3,17,", —"
Аввакума,1,2,", —"
Аввакума,1,11,"його —"
Аввакума,2,6,"? —"
Аввакума,2,18,", —"
Аввакума,2,20,"Господь —"
Аввакума,3,3,"Сьвятий —"
Аввакума,3,5,"ним —"
Аввакума,3,6,"він —"
Аввакума,3,6,"глянув —"
Аввакума,3,6,"його —"
Аввакума,3,8,"ріки —"
Аввакума,3,8,"море —"
Аввакума,3,17,", —"
Аввакума,3,19,"Бог —"
Софонії,1,12,", —"
Софонії,1,15,", —"
Софонії,2,2,", —"
Софонії,2,2,"полова —"
Софонії,2,5,", —"
Софонії,2,5,", —"
Софонії,2,5,", —"
Софонії,2,9,"Аммонові —"
Софонії,2,9,", —"
Софонії,2,11,"покланятись —"
Софонії,2,11,"краю —"
Софонії,2,15,"! —"
Софонії,2,15,", —"
Софонії,3,3,"його —"
Софонії,3,3,"його —"
Софонії,3,4,"його —"
Софонії,3,10,"поклонники —"
Софонії,3,10,", —"
Софонії,3,11,"й —"
Софонії,3,18,"позбіраю —"
Аггея,1,4,"час —"
Аггея,1,9,"хапаєтесь —"
Аггея,1,11,", —"
Аггея,1,11,", —"
Аггея,2,6,", —"
Аггея,2,6,", —"
Аггея,2,7,", —"
Аггея,2,18,", —"
Аггея,2,20,"вдруге —"
Аггея,2,22,"їх —"
Захарії,1,5,"ваші —"
Захарії,1,5,"пророки —"
Захарії,3,8,", —"
Захарії,4,2,", —"
Захарії,4,6,", —"
Захарії,4,7,"Ти —"
Захарії,4,10,"? —"
Захарії,5,8,"Отся —"
Захарії,6,1,"се —"
Захарії,6,12,"муж —"
Захарії,8,3,"небесних —"
Захарії,8,8,"я —"
Захарії,9,9,"тихий —"
Захарії,9,17,"вино —"
Захарії,10,4,"нього —"
Захарії,10,4,"нього —"
Захарії,10,9,", —"
Захарії,10,11,", —"
Захарії,11,7,", —"
Захарії,11,7,"другу —"
Захарії,11,10,"палицю —"
Захарії,11,10,"ласкавості —"
Захарії,11,12,"менї —"
Захарії,11,13,"; —"
Захарії,11,14,"палицю —"
Захарії,12,7,"Ерусалимських —"
Захарії,12,14,"родини —"
Захарії,13,9,"Господь —"
Захарії,14,4,"друга —"
Захарії,14,8,"їх —"
Захарії,14,13,", —"
Малахія,1,2,"? —"
Малахія,1,3,"його —"
Малахія,1,4,", —"
Малахія,1,6,"раб —"
Малахія,2,14,", —"
Малахія,2,15,"? —"
Малахія,2,16,", —"
Малахія,3,1,", —"
Малахія,3,2,"бо —"
Малахія,3,6,"бо —"
Малахія,3,9,"ви —"
Малахія,3,9,"люд —"
Маттея,12,8,"чоловічий —"
Маттея,13,19,"Се —"
Маттея,19,4,", —"
Маттея,19,9,"своєю —"
Маттея,19,9,"перелюб —"
Маттея,19,30,"останнї —"
Маттея,23,8,"учитель —"
Маттея,23,10,"наставник —"
Марка,2,28,"чоловічий —"
Марка,4,27,"як —"
Марка,6,35,", —"
Марка,8,27,", —"
Марка,10,6,"творення —"
Луки,6,5,"чоловічий —"
Луки,6,40,"же —"
Луки,7,44,", —"
Луки,11,17,"господа —"
Луки,12,49,"? —"
Луки,18,27,"людей —"
Луки,19,46,"мій —"
Луки,22,26,"старший —"
Йоана,3,6,"тїла —"
Йоана,3,6,"Духа —"
Йоана,3,12,", —"
Йоана,4,22,"чому —"
Йоана,4,22,"чому —"
Йоана,4,24,"Дух —"
Йоана,8,29,"мене —"
Йоана,10,9,"Я —"
Йоана,10,35,", —"
Йоана,13,1,", —"
Йоана,13,29,", —"
Йоана,13,29,", —"
Йоана,14,16,", —"
Йоана,16,15,", —"
Дїяння,1,14,"благанню —"
Дїяння,4,19,", —"
Дїяння,5,14,", —"
Дїяння,7,33,", —"
Дїяння,10,41,", —"
Дїяння,13,9,", —"
Дїяння,15,23,"брати —"
Дїяння,16,12,", —"
Дїяння,16,17,"люде —"
Дїяння,17,18,", —"
Дїяння,19,10,", —"
Дїяння,20,33,", —"
Дїяння,24,18,", —"
Дїяння,24,18,", —"
Дїяння,25,3,", —"
Дїяння,27,44,", —"
Римлян,1,28,", —"
Римлян,2,7,"нетлїння —"
Римлян,6,21,"того —"
Римлян,6,22,"же —"
Римлян,6,23,"Боже —"
Римлян,8,5,", —"
Римлян,8,6,"тїлесне —"
Римлян,8,6,"духовне —"
Римлян,8,7,"тїлесне —"
Римлян,10,4,"закону —"
Римлян,12,5,"ми —"
Римлян,12,7,"хто —"
Римлян,12,8,"хто —"
Римлян,12,13,"сьвятих —"
Римлян,13,10,"любов —"
Римлян,15,9,"поган —"
Римлян,16,26,", —"
1 Коринтян,3,7,"зрощує —"
1 Коринтян,3,12,", —"
1 Коринтян,3,14,"вибудував —"
1 Коринтян,3,19,"сього —"
1 Коринтян,3,22,", —"
1 Коринтян,9,21,"беззаконним —"
1 Коринтян,11,3,"Христу —"
1 Коринтян,14,26,", —"
1 Коринтян,15,26,"ся —"
1 Коринтян,15,52,"трубою —"
1 Коринтян,15,56,"смерти —"
1 Коринтян,15,56,"гріха —"
2 Коринтян,1,17,"так —"
2 Коринтян,1,17,"нї —"
2 Коринтян,1,21,"нас —"
2 Коринтян,3,9,"осуду —"
2 Коринтян,8,3,"силї —"
2 Коринтян,8,3,"сьвідкую —"
2 Коринтян,10,9,", —"
2 Коринтян,10,10,", —"
Єфесян,5,9,"духа —"
Филипян,3,4,", —"
Филипян,3,19,"кінець —"
Колосян,1,16,", —"
Колосян,2,17,"ж —"
1 Тимотея,5,6,"жива —"
1 Тимотея,6,5,"благочестє —"
Жидів,1,8,"правоти —"
Жидів,1,10,"небеса —"
Жидів,6,16,", —"
Жидів,7,8,"там —"
Жидів,12,29,"Бог —"
Якова,3,5,"язик —"
Якова,4,4,"сього —"
1 Петра,1,25,"слово —"
1 Петра,2,7,", —"
1 Петра,2,7,", —"
1 Петра,2,9,"ж —"
1 Петра,4,14,", —"
2 Петра,2,9,", —"
2 Петра,2,13,"вони —"
2 Петра,2,14,"се —"
2 Петра,2,20,"їх —"
1 Йоана,1,1,", —"
1 Йоана,2,16,", —"
1 Йоана,2,16,", —"
1 Йоана,2,25,", —"
1 Йоана,3,24,", —"
1 Йоана,5,7,"три —"
1 Йоана,5,8,"троє —"
2 Йоана,1,1,"Старець —"
3 Йоана,1,1,"Старець —"
Юди,1,1,", —"
Одкриттє,9,10,"їх —"
Одкриттє,12,1,", —"
Одкриттє,17,11,", —"
Одкриттє,19,10,"Ісусове —"
Одкриттє,21,18,"город —"
Одкриттє,21,21,"города —"
Одкриттє,21,22,"Вседержитель —"
Одкриттє,21,23,"його —"
Одкриттє,22,2,"ріки —"
Одкриттє,22,16,"Я —"
